,special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes,source
,,,,,2013-01-29,15,,,,,,X,,,wfit
,,,,,2013-01-29,16,Play With Fire,First Aid Kit,This Is BBC Radio 6 Music Live (Disc 2),,Just as menacing as Mick,,B0062Y9DCY,https://itunes.apple.com/gb/album/this-is-bbc-radio-6-music-live/id557896218,wfit
,,,,,2013-01-29,17,The Ratcatcher,Antibalas Afrobeat Orchestra,Antibalas,,Tony Allen would approve,,B005M1DBMG,https://itunes.apple.com/us/album/liberation-afro-beat-vol.1/id416337269,wfit
,,,,,2013-01-29,18,Trouble Town,Jake Bugg,Jake Bugg,,Hard to believe those ingredients,,B009MFLCUQ,https://itunes.apple.com/gb/album/jake-bugg/id553222851,wfit
,,,,,2013-01-29,19,,,,,,X,,,wfit
,,,,,2013-01-29,20,Dance the Seance,Kellies,Las Kellies,,Argetinian and dangerous,,B00531A0LA,https://itunes.apple.com/us/album/bife-dos/id446194123?i=446194151,wfit
,,,,,2013-01-29,21,Soul Serenade,King Curtis,Soul Serenade,,Smoothing for oldies,,B002G720FI,https://itunes.apple.com/us/album/soul-serenade/id320678638,wfit
,,,,,2013-01-29,22,Friendly Advice,Bad Books,II,,Ratchet the drama,,B009GQ0NH4,https://itunes.apple.com/us/album/ii/id555841959,wfit
,,,,,2013-01-29,23,Born To Lose,Sleigh Bells,Reign Of Terror,,Jammin' on the bass button,,B00773YTGO,https://itunes.apple.com/us/album/reign-of-terror/id490170428,wfit
,,,,,2013-01-29,24,,,,,,X,,,wfit
,,,,,2013-01-29,25,Futureworld,Trans Am,Futureworld,,By belated request,,B001665HZ0,https://itunes.apple.com/us/album/futureworld/id5507269,wfit
,,,,,2013-01-29,26,NYC,Drink Me,Hello Recording Club March 1994,,Nasal and from across the bridge,,B001A3GSGG,https://itunes.apple.com/us/album/drink-me/id281155880,wfit
,,,,,2013-01-29,27,Death By Discotheque,The Burning Of Rome,Death-Pop,,The height of weirdness,,B001BLRLEA,https://itunes.apple.com/us/album/death-pop/id276836496,wfit
,,,,,2013-01-29,28,,,,,,X,,,wfit
,,,,,2013-01-29,29,Blue Bonnet Rag,Speedy West + Jimmy Bryant,There's Gonna Be a Party...,,Now that’s metal.,,B007K7I91S,https://itunes.apple.com/us/album/speedy-west-feat.-jimmy-bryant/id509561019,wfit
,,,,,2013-01-29,30,Broadway Jungle,The Maytals,The Reggae Box (Disc 1),,Let’s get back to roots,,B000WOUUOA,https://itunes.apple.com/us/album/very-best-toots-maytals/id263973,wfit
,,,,,2013-01-29,31,Westward Rider,Rube Waddell,Hobo Train,,Hobo noise,,B0036JF5A2,https://itunes.apple.com/us/album/hobo-train/id337652477,wfit
,,,,,2013-01-29,32,,,,,,X,,,wfit
,,,,,2013-01-29,33,Limousine,Low Frequency In Stereo,Travelling Ants Who Got Eaten By Moskus,,Long and stretched out,,B009J6UXYO,https://itunes.apple.com/album/travelling-ants-who-got-eaten/id565988816?v0=9989&ign-mpt=uo%3D1,wfit
,,,,,2013-01-29,34,Hawaii Bikini Inspector (Featuring Laszlo Loco),Monsieur Leroc,Oh La La,,Where do I apply?,,B000QQREDY,,wfit
,,,,,2013-01-29,35,Escape,Moon Duo,Escape,,Nothing but drone,,B0034RI2WE,https://itunes.apple.com/us/album/escape/id350189137,wfit
,,,,,2013-01-29,36,,,,,,X,,,wfit
,,,,,2013-01-29,37,Martin Rev,Maserati,Maserati VII,,"It’s Suicide, I tell you",,B0098TPE3C,https://itunes.apple.com/us/album/maserati-vii/id560557716,wfit
February 2013,,,,,,,,,,,,,,,
,,,,,2013-02-05,00,,,,,,X,,,wfit
,,,,,2013-02-05,01,Smells Like Teen Spirit,Sara DeBell,Grunge Lite,,Muzak factory employee at the time,,B000008EXO,,wfit
,,,,,2013-02-05,02,,,,,,X,,,wfit
,,,,,2013-02-05,03,Zorbing,Stornoway,Beachcomber’s Windowsill,,Call and tell me what it is,,B003PVBQ7W,https://itunes.apple.com/us/album/beachcombers-windowsill/id376352998,wfit
,,,,,2013-02-05,04,F! Is For Filth,Tracker,Blankets,,From the Blankets soundtrack,,B000S59V4S,https://itunes.apple.com/us/album/blankets-recordings-for-illustrated/id301809639,wfit
,,,,,2013-02-05,05,You Yes You,tUnE-yArDs,W H O K I L L,,Yes. You.,,B004TLM17G,https://itunes.apple.com/us/album/whokill/id427760555,wfit
,,,,,2013-02-05,06,Dead City/Waste Wilderness,Abe Vigoda,Skeleton,,How can you go wrong with that band name?,,B001C3BNXW,https://itunes.apple.com/us/album/skeleton/id312459435?i=312459526,wfit
,,,,,2013-02-05,07,,,,,,X,,,wfit
,,,,,2013-02-05,08,Feast of the Heart,Jesca Hoop,Hunting My Dress,,One spooky chick,,B003URC75Q,https://itunes.apple.com/us/album/hunting-my-dress-deluxe-version/id381230388,wfit
,,,,,2013-02-05,09,One Two,Imperial Teen,On,,Featuring Roddy Bottum of FNM,,B000VP2HZA,https://itunes.apple.com/us/album/on/id5429269,wfit
,,,,,2013-02-05,10,I Gots a Weasel,Ween,God Ween Satan,,He’s got a weasel.,,B00005NNFH,https://itunes.apple.com/us/album/god-ween-satan-the-onenes/id162562276,wfit
,,,,,2013-02-05,11,Film Co-Work Co.,Creedle,When The Wind Blows,,Sweet note,,B000000SXN,,wfit
,,,,,2013-02-05,12,,,,,,X,,,wfit
,,,,,2013-02-05,13,Have You Seen Her Face,Sex Clark Five,Strum and Drum!,,Jangled like the Byrds,,,,wfit
,,,,,2013-02-05,14,There You Go,Bongwater,Box of Bongwater,,Johnny Cash would approve,,Box-Bongwa,https://itunes.apple.com/us/album/box-of-bongwater/id319228064,wfit
,,,,,2013-02-05,15,County Line,Cass McCombs,Wit’s End,,"On the AM, in the parking lot",,B007U2M4C8,https://itunes.apple.com/us/album/wits-end/id425525730,wfit
,,,,,2013-02-05,16,Josh Has A Crush On A Femme From Reed,New Bad Things,C Sides,,She’s been thinking of getting a tattoo herself,,B007U2M4C8,https://itunes.apple.com/us/album/c-sides/id517331018,wfit
,,,,,2013-02-05,17,,,,,,X,,,wfit
,,,,,2013-02-05,18,Golden Face,Foreign Trade,Foreign Trade EP,,In the studio next week...,,,,wfit
,,,,,2013-02-05,19,Photograph,Camper Van Beethoven,Campe Vantiquities,,Yay Ringo,,B006RI940G,https://itunes.apple.com/us/album/camper-vantiquities/id475000237,wfit
,,,,,2013-02-05,20,God in Space,Eugene McGuinness,Eugene McGuinness,,"Feeling pensive, he is.",,B002CO1YIE,https://itunes.apple.com/us/album/eugene-mcguinness/id320541239,wfit
,,,,,2013-02-05,21,Let's Talk Dirty in Hawaiian,Those Darlins,Broken Hearts & Dirty Windows,,Good thing we’re not monitored by the Hawaiian FCC,,B003M4Y6VA,https://itunes.apple.com/ca/album/lets-talk-dirty-in-hawaiian/id369942783?i=369943056,wfit
,,,,,2013-02-05,22,,,,,,X,,,wfit
,,,,,2013-02-05,23,Always Something,Cage the Elephant,Thank You Happy Birthday,,It’s always something.,,B004GNQ6UA,https://itunes.apple.com/us/album/always-something/id409370037?i=409370043,wfit
,,,,,2013-02-05,24,Muffy,King Missile,Mystical Shit,,No way that could be Muffy!,,B001I3MHJK,https://itunes.apple.com/us/album/mystical-s**t-fluting-on-hump/id153679449,wfit
,,,,,2013-02-05,25,Ended With The Night,Caravan Palace,Spirit of Lounge,,Originally met to score a silent French porno,,B004J012UE,https://itunes.apple.com/ca/album/spirit-of-lounge/id414078087,wfit
,,,,,2013-02-05,26,Worms,Presets,Beams,,Australian vermicology,,B000W15AAW,https://itunes.apple.com/us/album/beams/id142421609,wfit
,,,,,2013-02-05,27,,,,,,X,,,wfit
,,,,,2013-02-05,28,Zombie Jamboree,Rockapella,Do It A Cappella,,Who knew zombies liked to party,,B002GKMKT6,https://itunes.apple.com/us/album/a-rockapella-holiday/id481393958,wfit
,,,,,2013-02-05,29,Liebe Auf Dem Land,Die Moulinettes,10 Jahre Verstrickt,,French? German?,,B006DEK35Y,https://itunes.apple.com/us/album/fur-eine-handvoll-moulinettes/id218273313,wfit
,,,,,2013-02-05,30,First Nightfall,The Coctails,Popcorn Box,,Jangle the vibraphone,,,,wfit
,,,,,2013-02-05,31,She's Got The Akshun!,Butterglory,She’s Got The Akshun!,,She got it alright,,B000U7ZVC0,https://itunes.apple.com/us/album/shes-got-the-akshun!-ep/id129196854,wfit
,,,,,2013-02-05,32,,,,,,X,,,wfit
,,,,,2013-02-05,33,Ninja Please,Vells,Integreton,,Eerie sound that is,,B003X6E39M,https://itunes.apple.com/us/album/integretron/id259929008,wfit
,,,,,2013-02-05,34,What Kinda Lovin',Dulcie Younger & The Silencers,"Kitty, Kitty, GROWL!",,"Burn it to the ground, Dulcie",,B0001HKUN4,,wfit
,,,,,2013-02-05,35,Glue,These Modern Socks,These Modern Socks,,I can’t operate these newfangled consarned foot covers,,B000QQY0XG,https://itunes.apple.com/us/album/these-modern-socks/id160028515,wfit
,,,,,2013-02-05,36,Everything Stops For Acid,Mr. B The Gentleman Rhymer,O.G. Original Gentleman,,"Tell us all about it, Mr. B",,B005EYX0EA,https://itunes.apple.com/us/album/o.g.-original-gentleman/id453555157,wfit
,,,,,2013-02-05,37,,,,,,X,,,wfit
,,,,,2013-02-05,38,Pele,Skeewiff,Carnaval Do Brazil,,Gimme some Quincy!,,,,wfit
,,,,,2013-02-05,39,O Death,Camper Van Beethoven,Our Beloved Revolutionary Sweetheart,,Such a downer,,B001UHB41Q,https://itunes.apple.com/us/album/our-beloved-revolutionary/id307607360,wfit
,,,,,2013-02-05,40,Finding The Holes Filling The Gaps,Eric Bachmann,Short Careers,,From the soundtrack to Ball of Wax,,B000VP4E4C,https://itunes.apple.com/us/album/short-careers-original-score/id348270165,wfit
,,,,,2013-02-05,41,,,,,,X,,,wfit
,,,,,2013-02-05,42,Tekila Bum Bum,Montefiori Cocktail,Raccolta No. 1,,Italian rowdiness,,B001CMRKBC,https://itunes.apple.com/us/album/raccolta-n.-1/id439244326,wfit
,,,,,2013-02-12,00,,,,,,X,,,wfit
,,,,,2013-02-12,01,Love Hurts,Bob Pollard And Kim Deal,,,That Dayton scene is something else...,,,,wfit
,,,,,2013-02-12,02,,,,,,X,,,wfit
,,,,,2013-02-12,03,Blue Eyed Black Boy,Balkan Beat Box,,,Thumping transglobalism,,B003CNNLMQ,http://itunes.apple.com/us/album/blue-eyed-black-boy/id366543089,wfit
,,,,,2013-02-12,04,All At Once,Canoe,,,Oh so noisy,,B000QZTEA6,http://itunes.apple.com/us/album/i-give-you/id6687943,wfit
,,,,,2013-02-12,05,What Goes On,Bettie Serveert,,,From their VU tribute,,B000009NKM,,wfit
,,,,,2013-02-12,06,Alan Bean,Hefner,,,It’s the spaceman,,B000S98UD2,http://itunes.apple.com/us/album/the-best-of-hefner/id252774062,wfit
,,,,,2013-02-12,07,,,,,,X,,,wfit
,,,,,2013-02-12,08,Beautiful + Hard,No-Fi Soul Rebellion,,,Nice + sloppy,,B001HCRDAK,,wfit
,,,,,2013-02-12,09,Funky Tamazula,Nortec Collective,,,Gimme that Tijuana sound,,B004RLO0OA,http://itunes.apple.com/us/album/tijuana-sessions-vol.-3/id424254145,wfit
,,,,,2013-02-12,10,Forgotten Knights,Pepe Deluxe,,,"Oooo, Finland!",,B00000F1VO,http://itunes.apple.com/us/album/forgotten-knights-ep/id271804516,wfit
,,,,,2013-02-12,11,,,,,,X,,,wfit
,,,,,2013-02-12,12,I Used To Play The Euphonium,The Born Again Floozies,,,Everyone says that,,B0012PEV1G,http://itunes.apple.com/us/album/novelties-addenda-ephemera/id192530785,wfit
,,,,,2013-02-12,13,The Cat,Seks Bomba,,,Swingin’!,,B000S9B098,,wfit
,,,,,2013-02-12,14,I Got The Blue,Chris and Tad,,,From Hand Me That Door,,B000QQVJI0,http://itunes.apple.com/us/album/hand-me-that-door/id76167625,wfit
,,,,,2013-02-12,15,Do Not Forsake Me Billy Bremner,Shibboleth,,,Instrumentals for bicycling!,,B0018L0SB6,http://itunes.apple.com/us/album/experiment-in-error/id279021401,wfit
,,,,,2013-02-12,16,,,,,,X,,,wfit
,,,,,2013-02-12,17,A Spoonful Weighs A Ton,The Flaming Lips,,,An archetype for symphonic pop,,B001L63HVG,http://itunes.apple.com/us/album/the-soft-bulletin/id296558226,wfit
,,,,,2013-02-12,18,Sideshow,Lo-Lite,,,Rough and more than ready,,B0013XQM7I,http://itunes.apple.com/gb/album/sidekicks/id30866088,wfit
,,,,,2013-02-12,19,Smash It To Pieces,Cats On Fire,,,What exactly is it?,,B007L13ZXA,http://itunes.apple.com/us/album/all-blackshirts-to-me/id510746164,wfit
,,,,,2013-02-12,20,Futura (The Alchemist Remix),Battles,,,The arena is electronic,,B007P992GC,http://itunes.apple.com/us/album/dross-glop/id512826217,wfit
,,,,,2013-02-12,21,,,,,,X,,,wfit
,,,,,2013-02-12,22,Coldplay Got Eaten By Piranhas,Alex Arrowsmith,,,Such a tragedy. Not.,,B0013R9PIW,http://itunes.apple.com/us/album/applewine/id206685966,wfit
,,,,,2013-02-12,23,Being,Escape Mechanism,,,Billy Burroughs in the house,,B001FO6H20,http://itunes.apple.com/us/album/escape-mechanism/id290364415,wfit
,,,,,2013-02-12,24,Sing Sing Sing,Flat Duo Jets,,,"Burning it up, too",,B000R00DGO,http://itunes.apple.com/us/album/wild-blue-yonder/id204728434,wfit
,,,,,2013-02-12,25,,,,,,X,,,wfit
,,,,,2013-02-12,26,Buggin' Blues,"Kitty, Daisy & Lewis",,,Lo-fi and honest,,B002G6J78W,http://itunes.apple.com/au/album/kitty-daisy-lewis/id285768918,wfit
,,,,,2013-02-12,27,Miss Rebellion Des Hormones,Stereo Total,,,It’s unmistakable,,B0036E5Z3Y,http://itunes.apple.com/ie/album/un-hexagone-pop-multicolore/id311981174,wfit
,,,,,2013-02-12,28,Pills,The Frank Znort Quartet,,,It’s about health care,,B007TL86QS,http://itunes.apple.com/no/album/perler-fra-svin/id516957342?ign-mpt=uo%3D4,wfit
,,,,,2013-02-12,29,PU55YF00T1N',Brainiac,,,I pronounce it like you’d expect,,B000S56QMS,,wfit
,,,,,2013-02-12,30,,,,,,X,,,wfit
,,,,,2013-02-12,31,Happy Everywhere,The Pinker Tones,,,They’re from Barcelona,,B002CL7FC6,http://itunes.apple.com/us/album/wild-animals/id298885508,wfit
,,,,,2013-02-12,32,"(What's So Funny 'Bout) Peace, Love And Understanding?",Elvis Costello + The Attractions,,,Let’s hear it for Nick Lowe,,B000V6MQWS,http://itunes.apple.com/us/album/armed-forces/id252702519,wfit
,,,,,2013-02-12,33,Ambiguity Song,Camper Van Beethoven,,,"My favorite, for reals",,B001AZ47GC,http://itunes.apple.com/us/album/popular-songs-great-enduring/id282727817,wfit
,,,,,2013-02-12,34,Euro Trash Girl,Chicks On Speed,,,Because one isn’t enough,,B00004S7RX,http://itunes.apple.com/us/album/will-save-us-all/id7254568,wfit
,,,,,2013-02-12,35,,,,,,X,,,wfit
,,,,,2013-02-12,36,Yoko Oh-No,Bracket,,,Sweet sweet bracket,,B0011YTEHY,http://itunes.apple.com/us/album/when-all-else-fails/id294710065,wfit
,,,,,2013-02-12,37,Superman,Uptown Sinclair,,,Hello Dave Hill!,,B0014DI5W2,http://itunes.apple.com/us/album/uptown-sinclair/id4472943,wfit
,,,,,2013-02-12,38,The Girl Friend Of The Whirling Dervish,Hoosier Hot Shots,,,Poor dervish,,,,wfit
,,,,,2013-02-12,39,Flow Coma - AFX remix by Aphex Twin,808 State,,,Chopped and sliced by the master,,,,wfit
,,,,,2013-02-12,40,,,,,,X,,,wfit
,,,,,2013-02-12,41,Marconi's Radio,The Secret Machines,,,Building up to some Pink Floyd,,B001HRPQMW,http://itunes.apple.com/us/album/september-000-ep/id77903771,wfit
,,,,,2013-02-19,00,,,,,,X,,,wfit
,,,,,2013-02-19,01,California Sun (featuring Dave Alvin),Los Straitjackets,Sing Along With Los Straitjackets,,Kalifornia Klassic,,B000QOZ9T2,https://itunes.apple.com/us/album/sing-along-los-straitjackets/id4176313,wfit
,,,,,2013-02-19,02,,,,,,X,,,wfit
,,,,,2013-02-19,03,Bang Bang To The Rock N' Roll,Gabin,Mr. Freedom,,Music for tweaking websites,,B000SZ10V0,https://itunes.apple.com/us/album/mr.-freedom/id491661866,wfit
,,,,,2013-02-19,04,Hero,The Asteroids Galaxy Tour,Fruit,,Making the librarians go damn,,B002T9PFKA,https://itunes.apple.com/us/album/fruit/id336736524,wfit
,,,,,2013-02-19,05,Dream Song,Benjamin Gibbard,Former Lives,,"You go, Gibby!",,B009FRI13M,https://itunes.apple.com/us/album/former-lives/id555513633,wfit
,,,,,2013-02-19,06,,,,,,X,,,wfit
,,,,,2013-02-19,07,Cuba Electronic,Mala,Mala In Cuba,,What was that?,,B008Y2NTFY,https://itunes.apple.com/us/album/mala-in-cuba/id553840842,wfit
,,,,,2013-02-19,08,These Days,Dr. Dog,Be The Void,,Always surprising,,B0070R8TWC,https://itunes.apple.com/us/album/be-the-void-deluxe-edition/id497253257,wfit
,,,,,2013-02-19,09,The New York Editor,Amon Tobin,Bricolage,,For obvious reasons,,B004OO77GS,https://itunes.apple.com/us/album/bricolage/id416327106,wfit
,,,,,2013-02-19,10,Two Fingers,Jake Bugg,Jake Bugg,,"Keep it up, Jake",,B009MFLCUQ,https://itunes.apple.com/us/album/two-fingers-ep/id568455377,wfit
,,,,,2013-02-19,11,,,,,,X,,,wfit
,,,,,2013-02-19,12,Especulando,Mexican Institute Of Sound,Político,,Jiggle the handle,,B008C7GRYG,https://itunes.apple.com/us/album/tipo-raro/id536048271?i=536048348,wfit
,,,,,2013-02-19,13,Time Of Dyin',Jon and Roy,Let It Go,,Like a breeze,,B00872445U,https://itunes.apple.com/us/album/let-it-go/id531263264,wfit
,,,,,2013-02-19,14,Cowboy Death-Pop Star,The Burning Of Rome,Death-Pop,,A bit of contrast,,B001BLRLEA,https://itunes.apple.com/us/album/death-pop/id276836496,wfit
,,,,,2013-02-19,15,Brotherhood Of Man,Mad Tea Party,Big Top Soda Pop,,Step inside the tent,,B001PEDKSE,https://itunes.apple.com/us/album/big-top-soda-pop/id201359181,wfit
,,,,,2013-02-19,16,,,,,,X,,,wfit
,,,,,2013-02-19,17,Only You,Taken By Trees,Other Worlds,,Haunting about,,B009CFELY0,https://itunes.apple.com/us/album/other-worlds/id562828775,wfit
,,,,,2013-02-19,18,Erase You,Kellies,Las Kellies,,Don't mess with pissed off chicas,,B00531A0LA,https://itunes.apple.com/us/album/kellies-special-edition/id446194123,wfit
,,,,,2013-02-19,19,I Saw Cinnamon,Dressy Bessy,Sound Go Round,,Die-a-beetus,,B000QZQT36,https://itunes.apple.com/us/album/sound-go-round/id50691376,wfit
,,,,,2013-02-19,20,Just Like Everyone Else,Field Music,Plumb,,"Jan 1, 2013 3:01 AM",,B006TAGV30,https://itunes.apple.com/us/album/plumb/id476959872,wfit
,,,,,2013-02-19,21,,,,,,X,,,wfit
,,,,,2013-02-19,22,Country Song,Black Girls,Hell Dragon,,Ungooglable!,,B0077RZJLO,https://itunes.apple.com/us/album/hell-dragon/id500609466,wfit
,,,,,2013-02-19,23,Boogaloo Down Broadway,Fantastic Johnny C.,Boogaloo Down Broadway,,"Go on, do it",,Boogaloo-D,https://itunes.apple.com/us/album/boogaloo-down-broadway/id282900723,wfit
,,,,,2013-02-19,24,No Destruction,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,,Best fake VU since Luna,,B00AXVH8KQ,https://itunes.apple.com/us/album/we-are-21st-century-ambassadors/id582441972,wfit
,,,,,2013-02-19,25,,,,,,X,,,wfit
,,,,,2013-02-19,26,Commercial 3,Commercial,Commercial,,Missing hollAnd something fierce,,B0028D98LO,https://itunes.apple.com/us/album/commercial/id305308059,wfit
,,,,,2013-02-19,27,Just Kiss Me,Mondo Crescendo,Young Naked + Very WIth It,,Let's play obscure '90s pop!,,B00004TZ6X,,wfit
,,,,,2013-02-19,28,Headache,METZ,METZ,,Methinks Ty would like it,,B009G44LEW,https://itunes.apple.com/us/album/metz/id547383746,wfit
,,,,,2013-02-19,29,Offspring Are Blank,Dirty Projectors,Swing Lo Magellan,,This strange orchestration,,B008EEWZQ6,https://itunes.apple.com/us/album/swing-lo-magellan/id529617790,wfit
,,,,,2013-02-19,30,,,,,,X,,,wfit
,,,,,2013-02-19,31,Look Here,Jim Duffy,Mood Lit,,Feelin' jazzy,,B0036VF6JU,https://itunes.apple.com/us/album/mood-lit/id336867033,wfit
,,,,,2013-02-19,32,The Doors Of Then (The Spaced Cowboy Mix - Tom Furse),Tim Burgess,Oh No I Love You II,,I like it,,B009JPZVC4,https://itunes.apple.com/us/album/oh-no-i-love-you/id564964179,wfit
,,,,,2013-02-19,33,No Reward,Bad Books,II,,Majestic it is,,B009GQ0NH4,https://itunes.apple.com/us/album/ii/id555841959,wfit
,,,,,2013-02-19,34,Bad Boyfriend (Clean),Pansy Division,The Essential,,Don't be a bad boyfriend,,B000QZZODC,https://itunes.apple.com/us/album/the-essential-pansy-division/id278015127,wfit
,,,,,2013-02-19,35,,,,,,X,,,wfit
,,,,,2013-02-19,36,The Feeling Kind,Thao + The Get Down Stay Down,We the Common,,Digging the new album,,B00B1MJ9V2,https://itunes.apple.com/us/album/we-the-common/id582764102,wfit
,,,,,2013-02-19,37,2 bit Blues,Kid Koala,12 bit Blues,,All sorts of bits,,B008SDNHOW,https://itunes.apple.com/us/album/12-bit-blues-bonus-track-version/id556022442,wfit
,,,,,2013-02-19,38,Merry Go Round,Beats Antique,Blind Threshold,,Deconstructing something,,B003W5GWX4,https://itunes.apple.com/us/album/blind-threshold/id382219884,wfit
,,,,,2013-02-19,39,,,,,,X,,,wfit
,,,,,2013-02-19,40,Epsilon,The Anubian Lights,Naz Bar,,Flowing out like water,,B00005BHYZ,https://itunes.apple.com/us/album/naz-bar/id79903187,wfit
,,,,,2013-02-26,00,,,,,,X,,,wfit
,,,,,2013-02-26,01,Second Hand News,Mates of State,Crushes - The Covers Mixtape,,It's definitely Buckingham,,B003U06OVG,https://itunes.apple.com/us/album/crushes-the-covers-mixtape/id563962018,wfit
,,,,,2013-02-26,02,,,,,,X,,,wfit
,,,,,2013-02-26,03,Scout,Calexico,Spoke,,Desert surfing,,B0088HM6EA,https://itunes.apple.com/us/album/spoke/id25515194,wfit
,,,,,2013-02-26,04,The Smoker Never Quits,Kindred Shins,,,It's the stompy kind of British,,,,wfit
,,,,,2013-02-26,05,Oh Yeah,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,,Nice Mr. Big Shot reference,,B00AXVH8KQ,https://itunes.apple.com/us/album/we-are-21st-century-ambassadors/id582441972,wfit
,,,,,2013-02-26,06,Don't Look Back,Miguel,Kaleidoscope Dream,,It was the Zombies finish,,B009EEC7F4,https://itunes.apple.com/us/album/kaleidoscope-dream/id561709112,wfit
,,,,,2013-02-26,07,,,,,,X,,,wfit
,,,,,2013-02-26,08,Light Again,Jon and Roy,Let It Go,,It's foamed sunlight,,B00872445U,https://itunes.apple.com/us/album/let-it-go/id531263264,wfit
,,,,,2013-02-26,09,Travis County,Gary Clark Jr.,Blak And Blu (Deluxe Version),,Keeps it moving,,B009PU2KIQ,https://itunes.apple.com/us/album/blak-and-blu-deluxe-version/id560652745,wfit
,,,,,2013-02-26,10,Untold Stories,Buju Banton,`Til Shiloh,,Something about gravelly Jamaicans,,B000W07MMC,https://itunes.apple.com/us/album/til-shiloh-expanded/id416424,wfit
,,,,,2013-02-26,11,,,,,,X,,,wfit
,,,,,2013-02-26,12,The Eliminator,Maserati,Maserati VII,,Can you survive the hardcore disco?,,B0098TPE3C,https://itunes.apple.com/us/album/maserati-vii/id560557716,wfit
,,,,,2013-02-26,13,Rock N' Roll,Thee Shams,Take Off,,One of many named thus,,B0040G9D1W,https://itunes.apple.com/us/album/take-off/id305317231,wfit
,,,,,2013-02-26,14,Heaven,Micachu and the Shapes,Never,,I like her drone,,B008GAOPIO,https://itunes.apple.com/us/album/never/id541577649,wfit
,,,,,2013-02-26,15,,,,,,X,,,wfit
,,,,,2013-02-26,16,Annabelle,The Raging Teens,Rock N’ Roll Party,,Not as old as you think,,B004YKL5LA,https://itunes.apple.com/album/rock-n-roll-party/id434970123?ign-mpt=uo%3D5,wfit
,,,,,2013-02-26,17,Exploding Toes,Ishkabibble,Ishkabibble,,For Lara,,B005HJ9LW2,,wfit
,,,,,2013-02-26,18,Thinking Out Loud,Keller Williams,Bass,,Wobbly low,,B006KR1O1G,https://itunes.apple.com/us/album/bass/id488388930,wfit
,,,,,2013-02-26,19,,,,,,X,,,wfit
,,,,,2013-02-26,20,The After Party,Bad Books,II,,Still tapping that well,,B009GQ0NH4,https://itunes.apple.com/us/album/ii/id555841959,wfit
,,,,,2013-02-26,21,Balalaika Gap,Camper Van Beethoven,Telephone Free Landslide Victory,,Fave CVB!,,B00AW7IY7M,https://itunes.apple.com/us/album/telephone-free-landslide-victory/id475074426,wfit
,,,,,2013-02-26,22,Adrian,Orphic Oxtra,Orphic Oxtra,,Hectic sounding,,B007LB4XPE,https://itunes.apple.com/album/kebab-disko/id510383459?v0=9989&ign-mpt=uo%3D1,wfit
,,,,,2013-02-26,23,There's A Girl,Dressy Bessy,Sound Go Round,,Sugary sweet,,B000QZQT36,https://itunes.apple.com/us/album/sound-go-round/id50691376,wfit
,,,,,2013-02-26,24,,,,,,X,,,wfit
,,,,,2013-02-26,25,About To Die,Dirty Projectors,Swing Lo Magellan,,It makes me woozy,,B008EEWZQ6,https://itunes.apple.com/us/album/swing-lo-magellan/id529617790,wfit
,,,,,2013-02-26,26,Keep the Horse,Kellies,Las Kellies,,Gang of Cuatro,,B00531A0LA,https://itunes.apple.com/us/album/kellies-special-edition/id446194123,wfit
,,,,,2013-02-26,27,Oh Oh,Baby Snufkin,Peering Through Your Window,,Sounds damn urgent,,B002IRBQKG,https://itunes.apple.com/us/album/peering-thru-your-window/id324822963,wfit
,,,,,2013-02-26,28,Man Of Mystery,Downtown Harvest,Golden Dragon,,Philly deadsteak,,B000UCH9JS,https://itunes.apple.com/us/album/golden-dragon/id261538009,wfit
,,,,,2013-02-26,29,,,,,,X,,,wfit
,,,,,2013-02-26,30,Mystery Dance (Honky Tonk Demo),Elvis Costello,My Aim is True (Bonus Disc),,"Feb 26, 2013 2:16 AM",,B000WQJJ1I,https://itunes.apple.com/us/album/my-aim-is-true-deluxe-edition/id263337361,wfit
,,,,,2013-02-26,31,Searchin' USA,Young Fresh Fellows,The Fabulous Sounds of the Pacific Northwest,,Tale of woe and aimlessness,,B0073CFWGA,https://itunes.apple.com/us/album/this-ones-for-the-ladies/id498658776,wfit
,,,,,2013-02-26,32,Buena Suerte,Las 4 Monedas,Skanish Sound,,Shanty town!,,B0047QFDIC,https://itunes.apple.com/us/album/los-grandes-exitos-las-4-monedas/id398850598,wfit
,,,,,2013-02-26,33,,,,,,X,,,wfit
,,,,,2013-02-26,34,Bridge,Amon Tobin,Permutation,,Off beat on the primes,,B000QZSMYA,https://itunes.apple.com/us/album/permutation/id416328412,wfit
,,,,,2013-02-26,35,Leave Them All Behind,Whitey,The Light At The End Of The Tunnel Is A Train,,"Fuzz my oscillator, Whitey!",,B000QR3OFA,https://itunes.apple.com/us/album/light-at-end-tunnel-is-train/id194945284,wfit
,,,,,2013-02-26,36,Contemplame,Maneja Beto,Escante Calling,,Reminds me of Los Amigos Invisibles,,B00468BXK8,https://itunes.apple.com/us/album/escante-calling/id395043321,wfit
,,,,,2013-02-26,37,,,,,,X,,,wfit
,,,,,2013-02-26,38,Josimar,Arakatuba,Brazilian Explosion,,Minimalist batucada,,B000R015CK,https://itunes.apple.com/us/album/pele/id112360707?i=112360010,wfit
March 2013,,,,,,,,,,,,,,,
